"Markettype","Trdwnt","Cwretmdos"
"10","2005-20","-0.068194"
"15","2005-20","-0.045925"
"21","2005-20","-0.044160"
"31","2005-20","-0.045925"
"37","2005-20","-0.044160"
"47","2005-20","-0.045925"
"53","2005-20","-0.044160"
"63","2005-20","-0.045925"
"69","2005-20","-0.044160"
"79","2005-20","-0.045925"
"85","2005-20","-0.044160"
"95","2005-20","-0.045925"
"101","2005-20","-0.044160"
"111","2005-20","-0.045925"
"117","2005-20","-0.044160"
"127","2005-20","-0.045925"
"33","2005-20","-0.040234"
"20","2005-20","-0.051304"
"5","2005-21","0.000225"
"10","2005-21","-0.002617"
"15","2005-21","0.000024"
"21","2005-21","0.000225"
"31","2005-21","0.000024"
"37","2005-21","0.000225"
"47","2005-21","0.000024"
"53","2005-21","0.000225"
"63","2005-21","0.000024"
"69","2005-21","0.000225"
"79","2005-21","0.000024"
"85","2005-21","0.000225"
"95","2005-21","0.000024"
"101","2005-21","0.000225"
"111","2005-21","0.000024"
"117","2005-21","0.000225"
"127","2005-21","0.000024"
"33","2005-21","-0.000275"
"20","2005-21","0.001156"
"5","2005-22","-0.033844"
"10","2005-22","-0.021284"
"15","2005-22","-0.032963"
"21","2005-22","-0.033844"
"31","2005-22","-0.032963"
"37","2005-22","-0.033844"
"47","2005-22","-0.032963"
"53","2005-22","-0.033844"
"63","2005-22","-0.032963"
"69","2005-22","-0.033844"
"79","2005-22","-0.032963"
"85","2005-22","-0.033844"
"95","2005-22","-0.032963"
"101","2005-22","-0.033844"
"111","2005-22","-0.032963"
"117","2005-22","-0.033844"
"127","2005-22","-0.032963"
"33","2005-22","-0.034092"
"20","2005-22","-0.033382"
"5","2005-23","-0.033884"
"10","2005-23","-0.069409"
"15","2005-23","-0.036407"
"21","2005-23","-0.033884"
"31","2005-23","-0.036407"
"37","2005-23","-0.033884"
"47","2005-23","-0.036407"
"53","2005-23","-0.033884"
"63","2005-23","-0.036407"
"69","2005-23","-0.033884"
"79","2005-23","-0.036407"
"85","2005-23","-0.033884"
"95","2005-23","-0.036407"
"101","2005-23","-0.033884"
"111","2005-23","-0.036407"
"117","2005-23","-0.033884"
"127","2005-23","-0.036407"
"33","2005-23","-0.032520"
"20","2005-23","-0.036415"
"5","2005-24","0.089996"
"10","2005-24","0.092455"
"15","2005-24","0.090166"
"21","2005-24","0.089996"
"31","2005-24","0.090166"
"37","2005-24","0.089996"
"47","2005-24","0.090166"
"53","2005-24","0.089996"
"63","2005-24","0.090166"
"69","2005-24","0.089996"
"79","2005-24","0.090166"
"85","2005-24","0.089996"
"95","2005-24","0.090166"
"101","2005-24","0.089996"
"111","2005-24","0.090166"
"117","2005-24","0.089996"
"127","2005-24","0.090166"
"33","2005-24","0.091747"
"20","2005-24","0.086762"
"5","2005-25","-0.025601"
"10","2005-25","-0.019202"
"15","2005-25","-0.025162"
"21","2005-25","-0.025601"
"31","2005-25","-0.025162"
"37","2005-25","-0.025601"
"47","2005-25","-0.025162"
"53","2005-25","-0.025601"
"63","2005-25","-0.025162"
"69","2005-25","-0.025601"
"79","2005-25","-0.025162"
"85","2005-25","-0.025601"
"95","2005-25","-0.025162"
"101","2005-25","-0.025601"
"111","2005-25","-0.025162"
"117","2005-25","-0.025601"
"127","2005-25","-0.025162"
"33","2005-25","-0.021033"
"20","2005-25","-0.034111"
"5","2005-26","0.020345"
"10","2005-26","0.010702"
"15","2005-26","0.019640"
"21","2005-26","0.020345"
"31","2005-26","0.019640"
"37","2005-26","0.020345"
"47","2005-26","0.019640"
"53","2005-26","0.020345"
"63","2005-26","0.019640"
"69","2005-26","0.020345"
"79","2005-26","0.019640"
"85","2005-26","0.020345"
"95","2005-26","0.019640"
"101","2005-26","0.020345"
"111","2005-26","0.019640"
"117","2005-26","0.020345"
"127","2005-26","0.019640"
"33","2005-26","0.021184"
"20","2005-26","0.018908"
"5","2005-27","-0.053916"
"10","2005-27","-0.024781"
"15","2005-27","-0.051870"
"21","2005-27","-0.053916"
"31","2005-27","-0.051870"
"37","2005-27","-0.053916"
"47","2005-27","-0.051870"
"53","2005-27","-0.053916"
"63","2005-27","-0.051870"
"69","2005-27","-0.053916"
"79","2005-27","-0.051870"
"85","2005-27","-0.053916"
"95","2005-27","-0.051870"
"101","2005-27","-0.053916"
"111","2005-27","-0.051870"
"117","2005-27","-0.053916"
"127","2005-27","-0.051870"
"33","2005-27","-0.049234"
"20","2005-27","-0.062191"
"5","2005-28","-0.041566"
"10","2005-28","-0.019005"
"15","2005-28","-0.040009"
"21","2005-28","-0.041566"
"31","2005-28","-0.040009"
"37","2005-28","-0.041566"
"47","2005-28","-0.040009"
"53","2005-28","-0.041566"
"63","2005-28","-0.040009"
"69","2005-28","-0.041566"
"79","2005-28","-0.040009"
"85","2005-28","-0.041566"
"95","2005-28","-0.040009"
"101","2005-28","-0.041566"
"111","2005-28","-0.040009"
"117","2005-28","-0.041566"
"127","2005-28","-0.040009"
"33","2005-28","-0.041061"
"20","2005-28","-0.042520"
"5","2005-29","0.003511"
"10","2005-29","-0.010089"
"15","2005-29","0.002585"
"21","2005-29","0.003511"
"31","2005-29","0.002585"
"37","2005-29","0.003511"
"47","2005-29","0.002585"
"53","2005-29","0.003511"
"63","2005-29","0.002585"
"69","2005-29","0.003511"
"79","2005-29","0.002585"
"85","2005-29","0.003511"
"95","2005-29","0.002585"
"101","2005-29","0.003511"
"111","2005-29","0.002585"
"117","2005-29","0.003511"
"127","2005-29","0.002585"
"33","2005-29","0.005079"
"20","2005-29","0.000519"
"5","2005-30","0.016180"
"10","2005-30","-0.000551"
"15","2005-30","0.015064"
"21","2005-30","0.016180"
"31","2005-30","0.015064"
"37","2005-30","0.016180"
"47","2005-30","0.015064"
"53","2005-30","0.016180"
"63","2005-30","0.015064"
"69","2005-30","0.016180"
"79","2005-30","0.015064"
"85","2005-30","0.016180"
"95","2005-30","0.015064"
"101","2005-30","0.016180"
"111","2005-30","0.015064"
"117","2005-30","0.016180"
"127","2005-30","0.015064"
"33","2005-30","0.016099"
"20","2005-30","0.016336"
"5","2005-31","0.036816"
"10","2005-31","0.048327"
"15","2005-31","0.037604"
"21","2005-31","0.036816"
"31","2005-31","0.037604"
"37","2005-31","0.036816"
"47","2005-31","0.037604"
"53","2005-31","0.036816"
"63","2005-31","0.037604"
"69","2005-31","0.036816"
"79","2005-31","0.037604"
"85","2005-31","0.036816"
"95","2005-31","0.037604"
"101","2005-31","0.036816"
"111","2005-31","0.037604"
"117","2005-31","0.036816"
"127","2005-31","0.037604"
"33","2005-31","0.036535"
"20","2005-31","0.037319"
"5","2005-32","0.052151"
"10","2005-32","0.095145"
"15","2005-32","0.055141"
"21","2005-32","0.052151"
"31","2005-32","0.055141"
"37","2005-32","0.052151"
"47","2005-32","0.055141"
"53","2005-32","0.052151"
"63","2005-32","0.055141"
"69","2005-32","0.052151"
"79","2005-32","0.055141"
"85","2005-32","0.052151"
"95","2005-32","0.055141"
"101","2005-32","0.052151"
"111","2005-32","0.055141"
"117","2005-32","0.052151"
"127","2005-32","0.055141"
"33","2005-32","0.050885"
"20","2005-32","0.054395"
"5","2005-33","0.027057"
"10","2005-33","0.017377"
"15","2005-33","0.026360"
"21","2005-33","0.027057"
"31","2005-33","0.026360"
"37","2005-33","0.027057"
"47","2005-33","0.026360"
"53","2005-33","0.027057"
"63","2005-33","0.026360"
"69","2005-33","0.027057"
"79","2005-33","0.026360"
"85","2005-33","0.027057"
"95","2005-33","0.026360"
"101","2005-33","0.027057"
"111","2005-33","0.026360"
"117","2005-33","0.027057"
"127","2005-33","0.026360"
"33","2005-33","0.029239"
"20","2005-33","0.023239"
"5","2005-34","-0.001320"
"10","2005-34","-0.029588"
"15","2005-34","-0.003239"
"21","2005-34","-0.001320"
"31","2005-34","-0.003239"
"37","2005-34","-0.001320"
"47","2005-34","-0.003239"
"53","2005-34","-0.001320"
"63","2005-34","-0.003239"
"69","2005-34","-0.001320"
"79","2005-34","-0.003239"
"85","2005-34","-0.001320"
"95","2005-34","-0.003239"
"101","2005-34","-0.001320"
"111","2005-34","-0.003239"
"117","2005-34","-0.001320"
"127","2005-34","-0.003239"
"33","2005-34","-0.002253"
"20","2005-34","0.000443"
"5","2005-35","0.013517"
"10","2005-35","-0.039563"
"15","2005-35","0.010051"
"21","2005-35","0.013517"
"31","2005-35","0.010051"
"37","2005-35","0.013517"
"47","2005-35","0.010051"
"53","2005-35","0.013517"
"63","2005-35","0.010051"
"69","2005-35","0.013517"
"79","2005-35","0.010051"
"85","2005-35","0.013517"
"95","2005-35","0.010051"
"101","2005-35","0.013517"
"111","2005-35","0.010051"
"117","2005-35","0.013517"
"127","2005-35","0.010051"
"33","2005-35","0.011572"
"20","2005-35","0.017250"
"5","2005-36","0.026066"
"10","2005-36","0.033739"
"15","2005-36","0.026540"
"21","2005-36","0.026066"
"31","2005-36","0.026540"
"37","2005-36","0.026066"
"47","2005-36","0.026540"
"53","2005-36","0.026066"
"63","2005-36","0.026540"
"69","2005-36","0.026066"
"79","2005-36","0.026540"
"85","2005-36","0.026066"
"95","2005-36","0.026540"
"101","2005-36","0.026066"
"111","2005-36","0.026540"
"117","2005-36","0.026066"
"127","2005-36","0.026540"
"33","2005-36","0.024839"
"20","2005-36","0.028412"
"5","2005-37","0.005618"
"10","2005-37","-0.002319"
"15","2005-37","0.005125"
"21","2005-37","0.005618"
"31","2005-37","0.005125"
"37","2005-37","0.005618"
"47","2005-37","0.005125"
"53","2005-37","0.005618"
"63","2005-37","0.005125"
"69","2005-37","0.005618"
"79","2005-37","0.005125"
"85","2005-37","0.005618"
"95","2005-37","0.005125"
"101","2005-37","0.005618"
"111","2005-37","0.005125"
"117","2005-37","0.005618"
"127","2005-37","0.005125"
"33","2005-37","0.003715"
"20","2005-37","0.009243"
"5","2005-38","0.030658"
"10","2005-38","0.028789"
"15","2005-38","0.030538"
"21","2005-38","0.030658"
"31","2005-38","0.030538"
"37","2005-38","0.030658"
"47","2005-38","0.030538"
"53","2005-38","0.030658"
"63","2005-38","0.030538"
"69","2005-38","0.030658"
"79","2005-38","0.030538"
"85","2005-38","0.030658"
"95","2005-38","0.030538"
"101","2005-38","0.030658"
"111","2005-38","0.030538"
"117","2005-38","0.030658"
"127","2005-38","0.030538"
"33","2005-38","0.028236"
"20","2005-38","0.035284"
"5","2005-39","-0.054340"
"10","2005-39","-0.033149"
"15","2005-39","-0.053007"
"21","2005-39","-0.054340"
"31","2005-39","-0.053007"
"37","2005-39","-0.054340"
"47","2005-39","-0.053007"
"53","2005-39","-0.054340"
"63","2005-39","-0.053007"
"69","2005-39","-0.054340"
"79","2005-39","-0.053007"
"85","2005-39","-0.054340"
"95","2005-39","-0.053007"
"101","2005-39","-0.054340"
"111","2005-39","-0.053007"
"117","2005-39","-0.054340"
"127","2005-39","-0.053007"
"33","2005-39","-0.051451"
"20","2005-39","-0.059877"
"5","2005-40","-0.000384"
"10","2005-40","0.003105"
"15","2005-40","-0.000160"
"21","2005-40","-0.000384"
"31","2005-40","-0.000160"
"37","2005-40","-0.000384"
"47","2005-40","-0.000160"
"53","2005-40","-0.000384"
"63","2005-40","-0.000160"
"69","2005-40","-0.000384"
"79","2005-40","-0.000160"
"85","2005-40","-0.000384"
"95","2005-40","-0.000160"
"101","2005-40","-0.000384"
"111","2005-40","-0.000160"
"117","2005-40","-0.000384"
"127","2005-40","-0.000160"
"33","2005-40","0.000640"
"20","2005-40","-0.002346"
"5","2005-42","-0.006799"
"10","2005-42","-0.044901"
"15","2005-42","-0.009373"
"21","2005-42","-0.006799"
"31","2005-42","-0.009373"
"37","2005-42","-0.006799"
"47","2005-42","-0.009373"
"53","2005-42","-0.006799"
"63","2005-42","-0.009373"
"69","2005-42","-0.006799"
"79","2005-42","-0.009373"
"85","2005-42","-0.006799"
"95","2005-42","-0.009373"
"101","2005-42","-0.006799"
"111","2005-42","-0.009373"
"117","2005-42","-0.006799"
"127","2005-42","-0.009373"
"33","2005-42","-0.008040"
"20","2005-42","-0.004347"
"5","2005-43","0.007693"
"10","2005-43","-0.030187"
"15","2005-43","0.005231"
"21","2005-43","0.007693"
"31","2005-43","0.005231"
"37","2005-43","0.007693"
"47","2005-43","0.005231"
"53","2005-43","0.007693"
"63","2005-43","0.005231"
"69","2005-43","0.007693"
"79","2005-43","0.005231"
"85","2005-43","0.007693"
"95","2005-43","0.005231"
"101","2005-43","0.007693"
"111","2005-43","0.005231"
"117","2005-43","0.007693"
"127","2005-43","0.005231"
"33","2005-43","0.005108"
"20","2005-43","0.012641"
"5","2005-44","-0.062877"
"10","2005-44","-0.081003"
"15","2005-44","-0.064009"
"21","2005-44","-0.062877"
"31","2005-44","-0.064009"
"37","2005-44","-0.062877"
"47","2005-44","-0.064009"
"53","2005-44","-0.062877"
"63","2005-44","-0.064009"
"69","2005-44","-0.062877"
"79","2005-44","-0.064009"
"85","2005-44","-0.062877"
"95","2005-44","-0.064009"
"101","2005-44","-0.062877"
"111","2005-44","-0.064009"
"117","2005-44","-0.062877"
"127","2005-44","-0.064009"
"33","2005-44","-0.059067"
"20","2005-44","-0.070498"
"5","2005-45","0.014053"
"10","2005-45","0.027637"
"15","2005-45","0.014874"
"21","2005-45","0.014053"
"31","2005-45","0.014874"
"37","2005-45","0.014053"
"47","2005-45","0.014874"
"53","2005-45","0.014053"
"63","2005-45","0.014874"
"69","2005-45","0.014053"
"79","2005-45","0.014874"
"85","2005-45","0.014053"
"95","2005-45","0.014874"
"101","2005-45","0.014053"
"111","2005-45","0.014874"
"117","2005-45","0.014053"
"127","2005-45","0.014874"
"33","2005-45","0.011795"
"20","2005-45","0.018568"
"5","2005-46","-0.014344"
"10","2005-46","0.013610"
"15","2005-46","-0.012629"
"21","2005-46","-0.014344"
"31","2005-46","-0.012629"
"37","2005-46","-0.014344"
"47","2005-46","-0.012629"
"53","2005-46","-0.014344"
"63","2005-46","-0.012629"
"69","2005-46","-0.014344"
"79","2005-46","-0.012629"
"85","2005-46","-0.014344"
"95","2005-46","-0.012629"
"101","2005-46","-0.014344"
"111","2005-46","-0.012629"
"117","2005-46","-0.014344"
"127","2005-46","-0.012629"
"33","2005-46","-0.012930"
"20","2005-46","-0.017126"
"5","2005-47","0.023567"
"10","2005-47","0.022530"
"15","2005-47","0.023500"
"21","2005-47","0.023567"
"31","2005-47","0.023500"
"37","2005-47","0.023567"
"47","2005-47","0.023500"
"53","2005-47","0.023567"
"63","2005-47","0.023500"
"69","2005-47","0.023567"
"79","2005-47","0.023500"
"85","2005-47","0.023567"
"95","2005-47","0.023500"
"101","2005-47","0.023567"
"111","2005-47","0.023500"
"117","2005-47","0.023567"
"127","2005-47","0.023500"
"33","2005-47","0.023222"
"20","2005-47","0.024250"
"5","2005-48","-0.000884"
"10","2005-48","-0.011955"
"15","2005-48","-0.001585"
"21","2005-48","-0.000884"
"31","2005-48","-0.001585"
"37","2005-48","-0.000884"
"47","2005-48","-0.001585"
"53","2005-48","-0.000884"
"63","2005-48","-0.001585"
"69","2005-48","-0.000884"
"79","2005-48","-0.001585"
"85","2005-48","-0.000884"
"95","2005-48","-0.001585"
"101","2005-48","-0.000884"
"111","2005-48","-0.001585"
"117","2005-48","-0.000884"
"127","2005-48","-0.001585"
"33","2005-48","-0.000100"
"20","2005-48","-0.002448"
"5","2005-49","-0.023842"
"10","2005-49","-0.024066"
"15","2005-49","-0.023856"
"21","2005-49","-0.023842"
"31","2005-49","-0.023856"
"37","2005-49","-0.023842"
"47","2005-49","-0.023856"
"53","2005-49","-0.023842"
"63","2005-49","-0.023856"
"69","2005-49","-0.023842"
"79","2005-49","-0.023856"
"85","2005-49","-0.023842"
"95","2005-49","-0.023856"
"101","2005-49","-0.023842"
"111","2005-49","-0.023856"
"117","2005-49","-0.023842"
"127","2005-49","-0.023856"
"33","2005-49","-0.023732"
"20","2005-49","-0.024055"
"5","2005-50","0.012103"
"10","2005-50","-0.012027"
"15","2005-50","0.010586"
"21","2005-50","0.012103"
"31","2005-50","0.010586"
"37","2005-50","0.012103"
"47","2005-50","0.010586"
"53","2005-50","0.012103"
"63","2005-50","0.010586"
"69","2005-50","0.012103"
"79","2005-50","0.010586"
"85","2005-50","0.012103"
"95","2005-50","0.010586"
"101","2005-50","0.012103"
"111","2005-50","0.010586"
"117","2005-50","0.012103"
"127","2005-50","0.010586"
"33","2005-50","0.012329"
"20","2005-50","0.011659"
"5","2005-51","0.019595"
"10","2005-51","0.007168"
"15","2005-51","0.018825"
"21","2005-51","0.019595"
"31","2005-51","0.018825"
"37","2005-51","0.019595"
"47","2005-51","0.018825"
"53","2005-51","0.019595"
"63","2005-51","0.018825"
"69","2005-51","0.019595"
"79","2005-51","0.018825"
"85","2005-51","0.019595"
"95","2005-51","0.018825"
"101","2005-51","0.019595"
"111","2005-51","0.018825"
"117","2005-51","0.019595"
"127","2005-51","0.018825"
"33","2005-51","0.015123"
"20","2005-51","0.028397"
"5","2005-52","0.016239"
"10","2005-52","0.004653"
"15","2005-52","0.015501"
"21","2005-52","0.016239"
"31","2005-52","0.015501"
"37","2005-52","0.016239"
"47","2005-52","0.015501"
"53","2005-52","0.016239"
"63","2005-52","0.015501"
"69","2005-52","0.016239"
"79","2005-52","0.015501"
"85","2005-52","0.016239"
"95","2005-52","0.015501"
"101","2005-52","0.016239"
"111","2005-52","0.015501"
"117","2005-52","0.016239"
"127","2005-52","0.015501"
"33","2005-52","0.017859"
"20","2005-52","0.013088"
"5","2005-53","0.015941"
"10","2005-53","0.021489"
"15","2005-53","0.016286"
"21","2005-53","0.015941"
"31","2005-53","0.016286"
"37","2005-53","0.015941"
"47","2005-53","0.016286"
"53","2005-53","0.015941"
"63","2005-53","0.016286"
"69","2005-53","0.015941"
"79","2005-53","0.016286"
"85","2005-53","0.015941"
"95","2005-53","0.016286"
"101","2005-53","0.015941"
"111","2005-53","0.016286"
"117","2005-53","0.015941"
"127","2005-53","0.016286"
"33","2005-53","0.013907"
"20","2005-53","0.019898"
"5","2006-01","0.047021"
"10","2006-01","0.087436"
"15","2006-01","0.049461"
"21","2006-01","0.047021"
"31","2006-01","0.049461"
"37","2006-01","0.047021"
"47","2006-01","0.049461"
"53","2006-01","0.047021"
"63","2006-01","0.049461"
"69","2006-01","0.047021"
"79","2006-01","0.049461"
"85","2006-01","0.047021"
"95","2006-01","0.049461"
"101","2006-01","0.047021"
"111","2006-01","0.049461"
"117","2006-01","0.047021"
"127","2006-01","0.049461"
"33","2006-01","0.045737"
"20","2006-01","0.049521"
"5","2006-02","0.022806"
"10","2006-02","0.053530"
"15","2006-02","0.024751"
"21","2006-02","0.022806"
"31","2006-02","0.024751"
"37","2006-02","0.022806"
"47","2006-02","0.024751"
"53","2006-02","0.022806"
"63","2006-02","0.024751"
"69","2006-02","0.022806"
"79","2006-02","0.024751"
"85","2006-02","0.022806"
"95","2006-02","0.024751"
"101","2006-02","0.022806"
"111","2006-02","0.024751"
"117","2006-02","0.022806"
"127","2006-02","0.024751"
"33","2006-02","0.020471"
"20","2006-02","0.027234"
"5","2006-03","0.018987"
"10","2006-03","0.147584"
"15","2006-03","0.027824"
"21","2006-03","0.018987"
"31","2006-03","0.027824"
"37","2006-03","0.018987"
"47","2006-03","0.027824"
"53","2006-03","0.018987"
