"Markettype","Trdwnt","Cwretmdos"
"117","2012-49","0.042291"
"127","2012-49","0.042166"
"33","2012-49","0.041759"
"20","2012-49","0.043858"
"10","2012-50","0.030552"
"5","2012-50","0.041273"
"15","2012-50","0.041185"
"21","2012-50","0.041143"
"31","2012-50","0.041058"
"37","2012-50","0.041273"
"47","2012-50","0.041185"
"53","2012-50","0.041143"
"63","2012-50","0.041058"
"69","2012-50","0.041273"
"79","2012-50","0.041185"
"85","2012-50","0.041143"
"95","2012-50","0.041058"
"101","2012-50","0.041273"
"111","2012-50","0.041185"
"117","2012-50","0.041143"
"127","2012-50","0.041058"
"33","2012-50","0.041842"
"20","2012-50","0.039089"
"10","2012-51","0.011589"
"5","2012-51","0.003942"
"15","2012-51","0.004004"
"21","2012-51","0.004385"
"31","2012-51","0.004443"
"37","2012-51","0.003942"
"47","2012-51","0.004004"
"53","2012-51","0.004385"
"63","2012-51","0.004443"
"69","2012-51","0.003942"
"79","2012-51","0.004004"
"85","2012-51","0.004385"
"95","2012-51","0.004443"
"101","2012-51","0.003942"
"111","2012-51","0.004004"
"117","2012-51","0.004385"
"127","2012-51","0.004443"
"33","2012-51","0.001247"
"20","2012-51","0.013624"
"10","2012-52","0.065527"
"5","2012-52","0.040578"
"15","2012-52","0.040781"
"21","2012-52","0.040913"
"31","2012-52","0.041109"
"37","2012-52","0.040578"
"47","2012-52","0.040781"
"53","2012-52","0.040913"
"63","2012-52","0.041109"
"69","2012-52","0.040578"
"79","2012-52","0.040781"
"85","2012-52","0.040913"
"95","2012-52","0.041109"
"101","2012-52","0.040578"
"111","2012-52","0.040781"
"117","2012-52","0.040913"
"127","2012-52","0.041109"
"33","2012-52","0.037878"
"20","2012-52","0.049803"
"10","2012-53","0.011190"
"5","2012-53","0.015266"
"15","2012-53","0.015234"
"21","2012-53","0.015070"
"31","2012-53","0.015041"
"37","2012-53","0.015266"
"47","2012-53","0.015234"
"53","2012-53","0.015070"
"63","2012-53","0.015041"
"69","2012-53","0.015266"
"79","2012-53","0.015234"
"85","2012-53","0.015070"
"95","2012-53","0.015041"
"101","2012-53","0.015266"
"111","2012-53","0.015234"
"117","2012-53","0.015070"
"127","2012-53","0.015041"
"33","2012-53","0.016534"
"20","2012-53","0.010727"
"10","2013-01","0.026498"
"5","2013-01","0.000885"
"15","2013-01","0.001081"
"21","2013-01","0.000783"
"31","2013-01","0.000976"
"37","2013-01","0.000885"
"47","2013-01","0.001081"
"53","2013-01","0.000783"
"63","2013-01","0.000976"
"69","2013-01","0.000885"
"79","2013-01","0.001081"
"85","2013-01","0.000783"
"95","2013-01","0.000976"
"101","2013-01","0.000885"
"111","2013-01","0.001081"
"117","2013-01","0.000783"
"127","2013-01","0.000976"
"33","2013-01","0.002743"
"20","2013-01","-0.005071"
"10","2013-02","0.017043"
"5","2013-02","-0.010381"
"15","2013-02","-0.010172"
"21","2013-02","-0.009485"
"31","2013-02","-0.009287"
"37","2013-02","-0.010381"
"47","2013-02","-0.010172"
"53","2013-02","-0.009485"
"63","2013-02","-0.009287"
"69","2013-02","-0.010381"
"79","2013-02","-0.010172"
"85","2013-02","-0.009485"
"95","2013-02","-0.009287"
"101","2013-02","-0.010381"
"111","2013-02","-0.010172"
"117","2013-02","-0.009485"
"127","2013-02","-0.009287"
"33","2013-02","-0.014789"
"20","2013-02","0.006489"
"10","2013-03","0.046438"
"5","2013-03","0.038339"
"15","2013-03","0.038402"
"21","2013-03","0.038899"
"31","2013-03","0.038956"
"37","2013-03","0.038339"
"47","2013-03","0.038402"
"53","2013-03","0.038899"
"63","2013-03","0.038956"
"69","2013-03","0.038339"
"79","2013-03","0.038402"
"85","2013-03","0.038899"
"95","2013-03","0.038956"
"101","2013-03","0.038339"
"111","2013-03","0.038402"
"117","2013-03","0.038899"
"127","2013-03","0.038956"
"33","2013-03","0.032418"
"20","2013-03","0.057945"
"10","2013-04","0.051624"
"5","2013-04","-0.015025"
"15","2013-04","-0.014452"
"21","2013-04","-0.015529"
"31","2013-04","-0.014964"
"37","2013-04","-0.015025"
"47","2013-04","-0.014452"
"53","2013-04","-0.015529"
"63","2013-04","-0.014964"
"69","2013-04","-0.015025"
"79","2013-04","-0.014452"
"85","2013-04","-0.015529"
"95","2013-04","-0.014964"
"101","2013-04","-0.015025"
"111","2013-04","-0.014452"
"117","2013-04","-0.015529"
"127","2013-04","-0.014964"
"33","2013-04","-0.011928"
"20","2013-04","-0.025628"
"10","2013-05","0.048706"
"5","2013-05","0.050490"
"15","2013-05","0.050474"
"21","2013-05","0.049974"
"31","2013-05","0.049963"
"37","2013-05","0.050490"
"47","2013-05","0.050474"
"53","2013-05","0.049974"
"63","2013-05","0.049963"
"69","2013-05","0.050490"
"79","2013-05","0.050474"
"85","2013-05","0.049974"
"95","2013-05","0.049963"
"101","2013-05","0.050490"
"111","2013-05","0.050474"
"117","2013-05","0.049974"
"127","2013-05","0.049963"
"33","2013-05","0.053280"
"20","2013-05","0.040621"
"10","2013-06","0.003428"
"5","2013-06","0.010519"
"15","2013-06","0.010453"
"21","2013-06","0.011181"
"31","2013-06","0.011110"
"37","2013-06","0.010519"
"47","2013-06","0.010453"
"53","2013-06","0.011181"
"63","2013-06","0.011110"
"69","2013-06","0.010519"
"79","2013-06","0.010453"
"85","2013-06","0.011181"
"95","2013-06","0.011110"
"101","2013-06","0.010519"
"111","2013-06","0.010453"
"117","2013-06","0.011181"
"127","2013-06","0.011110"
"33","2013-06","0.005029"
"20","2013-06","0.028726"
"10","2013-08","-0.052293"
"5","2013-08","-0.044130"
"15","2013-08","-0.044207"
"21","2013-08","-0.042881"
"31","2013-08","-0.042968"
"37","2013-08","-0.044130"
"47","2013-08","-0.044207"
"53","2013-08","-0.042881"
"63","2013-08","-0.042968"
"69","2013-08","-0.044130"
"79","2013-08","-0.044207"
"85","2013-08","-0.042881"
"95","2013-08","-0.042968"
"101","2013-08","-0.044130"
"111","2013-08","-0.044207"
"117","2013-08","-0.042881"
"127","2013-08","-0.042968"
"33","2013-08","-0.048471"
"20","2013-08","-0.027326"
"10","2013-09","0.037216"
"5","2013-09","0.021252"
"15","2013-09","0.021401"
"21","2013-09","0.021913"
"31","2013-09","0.022052"
"37","2013-09","0.021252"
"47","2013-09","0.021401"
"53","2013-09","0.021913"
"63","2013-09","0.022052"
"69","2013-09","0.021252"
"79","2013-09","0.021401"
"85","2013-09","0.021913"
"95","2013-09","0.022052"
"101","2013-09","0.021252"
"111","2013-09","0.021401"
"117","2013-09","0.021913"
"127","2013-09","0.022052"
"33","2013-09","0.018877"
"20","2013-09","0.030080"
"10","2013-10","-0.024406"
"5","2013-10","-0.017887"
"15","2013-10","-0.017949"
"21","2013-10","-0.017927"
"31","2013-10","-0.017986"
"37","2013-10","-0.017887"
"47","2013-10","-0.017949"
"53","2013-10","-0.017927"
"63","2013-10","-0.017986"
"69","2013-10","-0.017887"
"79","2013-10","-0.017949"
"85","2013-10","-0.017927"
"95","2013-10","-0.017986"
"101","2013-10","-0.017887"
"111","2013-10","-0.017949"
"117","2013-10","-0.017927"
"127","2013-10","-0.017986"
"33","2013-10","-0.016695"
"20","2013-10","-0.021239"
"10","2013-11","-0.031250"
"5","2013-11","-0.020079"
"15","2013-11","-0.020184"
"21","2013-11","-0.020143"
"31","2013-11","-0.020245"
"37","2013-11","-0.020079"
"47","2013-11","-0.020184"
"53","2013-11","-0.020143"
"63","2013-11","-0.020245"
"69","2013-11","-0.020079"
"79","2013-11","-0.020184"
"85","2013-11","-0.020143"
"95","2013-11","-0.020245"
"101","2013-11","-0.020079"
"111","2013-11","-0.020184"
"117","2013-11","-0.020143"
"127","2013-11","-0.020245"
"33","2013-11","-0.017743"
"20","2013-11","-0.026603"
"10","2013-12","0.012287"
"5","2013-12","0.023548"
"15","2013-12","0.023444"
"21","2013-12","0.023787"
"31","2013-12","0.023684"
"37","2013-12","0.023548"
"47","2013-12","0.023444"
"53","2013-12","0.023787"
"63","2013-12","0.023684"
"69","2013-12","0.023548"
"79","2013-12","0.023444"
"85","2013-12","0.023787"
"95","2013-12","0.023684"
"101","2013-12","0.023548"
"111","2013-12","0.023444"
"117","2013-12","0.023787"
"127","2013-12","0.023684"
"33","2013-12","0.021709"
"20","2013-12","0.029421"
"10","2013-13","-0.018025"
"5","2013-13","-0.037867"
"15","2013-13","-0.037686"
"21","2013-13","-0.037696"
"31","2013-13","-0.037520"
"37","2013-13","-0.037867"
"47","2013-13","-0.037686"
"53","2013-13","-0.037696"
"63","2013-13","-0.037520"
"69","2013-13","-0.037867"
"79","2013-13","-0.037686"
"85","2013-13","-0.037696"
"95","2013-13","-0.037520"
"101","2013-13","-0.037867"
"111","2013-13","-0.037686"
"117","2013-13","-0.037696"
"127","2013-13","-0.037520"
"33","2013-13","-0.038390"
"20","2013-13","-0.035824"
"10","2013-14","-0.011739"
"5","2013-14","-0.006312"
"15","2013-14","-0.006362"
"21","2013-14","-0.006924"
"31","2013-14","-0.006968"
"37","2013-14","-0.006312"
"47","2013-14","-0.006362"
"53","2013-14","-0.006924"
"63","2013-14","-0.006968"
"69","2013-14","-0.006312"
"79","2013-14","-0.006362"
"85","2013-14","-0.006924"
"95","2013-14","-0.006968"
"101","2013-14","-0.006312"
"111","2013-14","-0.006362"
"117","2013-14","-0.006924"
"127","2013-14","-0.006968"
"33","2013-14","-0.004922"
"20","2013-14","-0.012273"
"10","2013-15","0.004511"
"5","2013-15","-0.006712"
"15","2013-15","-0.006609"
"21","2013-15","-0.006357"
"31","2013-15","-0.006259"
"37","2013-15","-0.006712"
"47","2013-15","-0.006609"
"53","2013-15","-0.006357"
"63","2013-15","-0.006259"
"69","2013-15","-0.006712"
"79","2013-15","-0.006609"
"85","2013-15","-0.006357"
"95","2013-15","-0.006259"
"101","2013-15","-0.006712"
"111","2013-15","-0.006609"
"117","2013-15","-0.006357"
"127","2013-15","-0.006259"
"33","2013-15","-0.008091"
"20","2013-15","-0.001704"
"10","2013-16","0.029115"
"5","2013-16","0.020304"
"15","2013-16","0.020386"
"21","2013-16","0.021001"
"31","2013-16","0.021075"
"37","2013-16","0.020304"
"47","2013-16","0.020386"
"53","2013-16","0.021001"
"63","2013-16","0.021075"
"69","2013-16","0.020304"
"79","2013-16","0.020386"
"85","2013-16","0.021001"
"95","2013-16","0.021075"
"101","2013-16","0.020304"
"111","2013-16","0.020386"
"117","2013-16","0.021001"
"127","2013-16","0.021075"
"33","2013-16","0.016821"
"20","2013-16","0.032169"
"10","2013-17","-0.024271"
"5","2013-17","-0.031825"
"15","2013-17","-0.031754"
"21","2013-17","-0.031359"
"31","2013-17","-0.031295"
"37","2013-17","-0.031825"
"47","2013-17","-0.031754"
"53","2013-17","-0.031359"
"63","2013-17","-0.031295"
"69","2013-17","-0.031825"
"79","2013-17","-0.031754"
"85","2013-17","-0.031359"
"95","2013-17","-0.031295"
"101","2013-17","-0.031825"
"111","2013-17","-0.031754"
"117","2013-17","-0.031359"
"127","2013-17","-0.031295"
"33","2013-17","-0.030452"
"20","2013-17","-0.033731"
"10","2013-18","0.017446"
"5","2013-18","0.015418"
"15","2013-18","0.015437"
"21","2013-18","0.016323"
"31","2013-18","0.016334"
"37","2013-18","0.015418"
"47","2013-18","0.015437"
"53","2013-18","0.016323"
"63","2013-18","0.016334"
"69","2013-18","0.015418"
"79","2013-18","0.015437"
"85","2013-18","0.016323"
"95","2013-18","0.016334"
"101","2013-18","0.015418"
"111","2013-18","0.015437"
"117","2013-18","0.016323"
"127","2013-18","0.016334"
"33","2013-18","0.012952"
"20","2013-18","0.025151"
"10","2013-19","0.024318"
"5","2013-19","0.022132"
"15","2013-19","0.022153"
"21","2013-19","0.022964"
"31","2013-19","0.022976"
"37","2013-19","0.022132"
"47","2013-19","0.022153"
"53","2013-19","0.022964"
"63","2013-19","0.022976"
"69","2013-19","0.022132"
"79","2013-19","0.022153"
"85","2013-19","0.022964"
"95","2013-19","0.022976"
"101","2013-19","0.022132"
"111","2013-19","0.022153"
"117","2013-19","0.022964"
"127","2013-19","0.022976"
"33","2013-19","0.018125"
"20","2013-19","0.035467"
"10","2013-20","0.014224"
"5","2013-20","0.019984"
"15","2013-20","0.019930"
"21","2013-20","0.020424"
"31","2013-20","0.020367"
"37","2013-20","0.019984"
"47","2013-20","0.019930"
"53","2013-20","0.020424"
"63","2013-20","0.020367"
"69","2013-20","0.019984"
"79","2013-20","0.019930"
"85","2013-20","0.020424"
"95","2013-20","0.020367"
"101","2013-20","0.019984"
"111","2013-20","0.019930"
"117","2013-20","0.020424"
"127","2013-20","0.020367"
"33","2013-20","0.016579"
"20","2013-20","0.030147"
"10","2013-21","0.000912"
"5","2013-21","0.007675"
"15","2013-21","0.007612"
"21","2013-21","0.008950"
"31","2013-21","0.008878"
"37","2013-21","0.007675"
"47","2013-21","0.007612"
"53","2013-21","0.008950"
"63","2013-21","0.008878"
"69","2013-21","0.007675"
"79","2013-21","0.007612"
"85","2013-21","0.008950"
"95","2013-21","0.008878"
"101","2013-21","0.007675"
"111","2013-21","0.007612"
"117","2013-21","0.008950"
"127","2013-21","0.008878"
"33","2013-21","0.002301"
"20","2013-21","0.025462"
"10","2013-22","0.002598"
"5","2013-22","0.006535"
"15","2013-22","0.006499"
"21","2013-22","0.006328"
"31","2013-22","0.006295"
"37","2013-22","0.006535"
"47","2013-22","0.006499"
"53","2013-22","0.006328"
"63","2013-22","0.006295"
"69","2013-22","0.006535"
"79","2013-22","0.006499"
"85","2013-22","0.006328"
"95","2013-22","0.006295"
"101","2013-22","0.006535"
"111","2013-22","0.006499"
"117","2013-22","0.006328"
"127","2013-22","0.006295"
"33","2013-22","0.006091"
"20","2013-22","0.006905"
"10","2013-23","-0.010897"
"5","2013-23","-0.040271"
"15","2013-23","-0.040004"
"21","2013-23","-0.040514"
"31","2013-23","-0.040253"
"37","2013-23","-0.040271"
"47","2013-23","-0.040004"
"53","2013-23","-0.040514"
"63","2013-23","-0.040253"
"69","2013-23","-0.040271"
"79","2013-23","-0.040004"
"85","2013-23","-0.040514"
"95","2013-23","-0.040253"
"101","2013-23","-0.040271"
"111","2013-23","-0.040004"
"117","2013-23","-0.040514"
"127","2013-23","-0.040253"
"33","2013-23","-0.036113"
"20","2013-23","-0.051114"
"10","2013-24","-0.032164"
"5","2013-24","-0.021006"
"15","2013-24","-0.021109"
"21","2013-24","-0.019569"
"31","2013-24","-0.019683"
"37","2013-24","-0.021006"
"47","2013-24","-0.021109"
"53","2013-24","-0.019569"
"63","2013-24","-0.019683"
"69","2013-24","-0.021006"
"79","2013-24","-0.021109"
"85","2013-24","-0.019569"
"95","2013-24","-0.019683"
"101","2013-24","-0.021006"
"111","2013-24","-0.021109"
"117","2013-24","-0.019569"
"127","2013-24","-0.019683"
"33","2013-24","-0.022873"
"20","2013-24","-0.011560"
"10","2013-25","-0.037388"
"5","2013-25","-0.037073"
"15","2013-25","-0.037076"
"21","2013-25","-0.037171"
"31","2013-25","-0.037173"
"37","2013-25","-0.037073"
"47","2013-25","-0.037076"
"53","2013-25","-0.037171"
"63","2013-25","-0.037173"
"69","2013-25","-0.037073"
"79","2013-25","-0.037076"
"85","2013-25","-0.037171"
"95","2013-25","-0.037173"
"101","2013-25","-0.037073"
"111","2013-25","-0.037076"
"117","2013-25","-0.037171"
"127","2013-25","-0.037173"
"33","2013-25","-0.036711"
"20","2013-25","-0.038273"
"10","2013-26","-0.019465"
"5","2013-26","-0.046104"
"15","2013-26","-0.045861"
"21","2013-26","-0.045436"
"31","2013-26","-0.045206"
"37","2013-26","-0.046104"
"47","2013-26","-0.045861"
"53","2013-26","-0.045436"
"63","2013-26","-0.045206"
"69","2013-26","-0.046104"
"79","2013-26","-0.045861"
"85","2013-26","-0.045436"
"95","2013-26","-0.045206"
"101","2013-26","-0.046104"
"111","2013-26","-0.045861"
"117","2013-26","-0.045436"
"127","2013-26","-0.045206"
"33","2013-26","-0.039769"
"20","2013-26","-0.058900"
"10","2013-27","0.000416"
"5","2013-27","0.021989"
"15","2013-27","0.021786"
"21","2013-27","0.022657"
"31","2013-27","0.022455"
"37","2013-27","0.021989"
"47","2013-27","0.021786"
"53","2013-27","0.022657"
"63","2013-27","0.022455"
"69","2013-27","0.021989"
"79","2013-27","0.021786"
"85","2013-27","0.022657"
"95","2013-27","0.022455"
"101","2013-27","0.021989"
"111","2013-27","0.021786"
"117","2013-27","0.022657"
"127","2013-27","0.022455"
"33","2013-27","0.016014"
"20","2013-27","0.038705"
"10","2013-28","0.012216"
"5","2013-28","0.018990"
"15","2013-28","0.018928"
"21","2013-28","0.019369"
"31","2013-28","0.019307"
"37","2013-28","0.018990"
"47","2013-28","0.018928"
"53","2013-28","0.019369"
"63","2013-28","0.019307"
"69","2013-28","0.018990"
"79","2013-28","0.018928"
"85","2013-28","0.019369"
"95","2013-28","0.019307"
"101","2013-28","0.018990"
"111","2013-28","0.018928"
"117","2013-28","0.019369"
"127","2013-28","0.019307"
"33","2013-28","0.019402"
"20","2013-28","0.019293"
"10","2013-29","0.014539"
"5","2013-29","-0.022268"
"15","2013-29","-0.021940"
"21","2013-29","-0.020658"
"31","2013-29","-0.020354"
"37","2013-29","-0.022268"
"47","2013-29","-0.021940"
"53","2013-29","-0.020658"
"63","2013-29","-0.020354"
"69","2013-29","-0.022268"
"79","2013-29","-0.021940"
"85","2013-29","-0.020658"
"95","2013-29","-0.020354"
"101","2013-29","-0.022268"
"111","2013-29","-0.021940"
"117","2013-29","-0.020658"
"127","2013-29","-0.020354"
"33","2013-29","-0.023399"
"20","2013-29","-0.014160"
"10","2013-30","0.005524"
"5","2013-30","0.015449"
"15","2013-30","0.015363"
"21","2013-30","0.016341"
"31","2013-30","0.016251"
"37","2013-30","0.015449"
"47","2013-30","0.015363"
"53","2013-30","0.016341"
"63","2013-30","0.016251"
"69","2013-30","0.015449"
"79","2013-30","0.015363"
"85","2013-30","0.016341"
"95","2013-30","0.016251"
"101","2013-30","0.015449"
"111","2013-30","0.015363"
"117","2013-30","0.016341"
"127","2013-30","0.016251"
"33","2013-30","0.010199"
"20","2013-30","0.031310"
"10","2013-31","0.017389"
"5","2013-31","0.010877"
"15","2013-31","0.010932"
"21","2013-31","0.011479"
"31","2013-31","0.011527"
"37","2013-31","0.010877"
"47","2013-31","0.010932"
"53","2013-31","0.011479"
"63","2013-31","0.011527"
"69","2013-31","0.010877"
"79","2013-31","0.010932"
"85","2013-31","0.011479"
"95","2013-31","0.011527"
"101","2013-31","0.010877"
"111","2013-31","0.010932"
"117","2013-31","0.011479"
"127","2013-31","0.011527"
"33","2013-31","0.009712"
"20","2013-31","0.015700"
"10","2013-32","0.025456"
"5","2013-32","0.014345"
"15","2013-32","0.014439"
"21","2013-32","0.013507"
"31","2013-32","0.013605"
"37","2013-32","0.014345"
"47","2013-32","0.014439"
"53","2013-32","0.013507"
"63","2013-32","0.013605"
"69","2013-32","0.014345"
"79","2013-32","0.014439"
"85","2013-32","0.013507"
"95","2013-32","0.013605"
"101","2013-32","0.014345"
"111","2013-32","0.014439"
"117","2013-32","0.013507"
"127","2013-32","0.013605"
"33","2013-32","0.009493"
"20","2013-32","0.023046"
"10","2013-33","0.015304"
"5","2013-33","0.003240"
"15","2013-33","0.003341"
"21","2013-33","0.002106"
"31","2013-33","0.002213"
"37","2013-33","0.003240"
"47","2013-33","0.003341"
"53","2013-33","0.002106"
"63","2013-33","0.002213"
"69","2013-33","0.003240"
"79","2013-33","0.003341"
"85","2013-33","0.002106"
"95","2013-33","0.002213"
"101","2013-33","0.003240"
"111","2013-33","0.003341"
"117","2013-33","0.002106"
"127","2013-33","0.002213"
"33","2013-33","0.009140"
"20","2013-33","-0.014504"
"10","2013-34","-0.001857"
"5","2013-34","-0.001236"
"15","2013-34","-0.001241"
"21","2013-34","0.001315"
"31","2013-34","0.001289"
"37","2013-34","-0.001236"
"47","2013-34","-0.001241"
"53","2013-34","0.001315"
"63","2013-34","0.001289"
"69","2013-34","-0.001236"
"79","2013-34","-0.001241"
"85","2013-34","0.001315"
"95","2013-34","0.001289"
"101","2013-34","-0.001236"
"111","2013-34","-0.001241"
"117","2013-34","0.001315"
"127","2013-34","0.001289"
"33","2013-34","-0.007059"
"20","2013-34","0.021540"
"10","2013-35","0.000995"
"5","2013-35","0.014798"
"15","2013-35","0.014681"
"21","2013-35","0.012922"
"31","2013-35","0.012824"
"37","2013-35","0.014798"
"47","2013-35","0.014681"
"53","2013-35","0.012922"
"63","2013-35","0.012824"
"69","2013-35","0.014798"
"79","2013-35","0.014681"
"85","2013-35","0.012922"
"95","2013-35","0.012824"
"101","2013-35","0.014798"
"111","2013-35","0.014681"
"117","2013-35","0.012922"
"127","2013-35","0.012824"
"33","2013-35","0.019985"
"20","2013-35","-0.003724"
"10","2013-36","0.002072"
"5","2013-36","0.020281"
"15","2013-36","0.020128"
"21","2013-36","0.022290"
"31","2013-36","0.022126"
"37","2013-36","0.020281"
"47","2013-36","0.020128"
"53","2013-36","0.022290"
"63","2013-36","0.022126"
"69","2013-36","0.020281"
"79","2013-36","0.020128"
"85","2013-36","0.022290"
"95","2013-36","0.022126"
"101","2013-36","0.020281"
"111","2013-36","0.020128"
"117","2013-36","0.022290"
"127","2013-36","0.022126"
"33","2013-36","0.018220"
"20","2013-36","0.032214"
"10","2013-37","0.030220"
"5","2013-37","0.041385"
"15","2013-37","0.041272"
"21","2013-37","0.038970"
"31","2013-37","0.038879"
"37","2013-37","0.041385"
"47","2013-37","0.041272"
"53","2013-37","0.038970"
"63","2013-37","0.038879"
"69","2013-37","0.041385"
"79","2013-37","0.041272"
"85","2013-37","0.038970"
"95","2013-37","0.038879"
"101","2013-37","0.041385"
"111","2013-37","0.041272"
"117","2013-37","0.038970"
"127","2013-37","0.038879"
"33","2013-37","0.049147"
"20","2013-37","0.014406"
"10","2013-38","-0.006348"
"5","2013-38","-0.018496"
"15","2013-38","-0.018395"
"21","2013-38","-0.017119"
"31","2013-38","-0.017033"
"37","2013-38","-0.018496"
"47","2013-38","-0.018395"
"53","2013-38","-0.017119"
"63","2013-38","-0.017033"
"69","2013-38","-0.018496"
"79","2013-38","-0.018395"
"85","2013-38","-0.017119"
"95","2013-38","-0.017033"
"101","2013-38","-0.018496"
"111","2013-38","-0.018395"
"117","2013-38","-0.017119"
"127","2013-38","-0.017033"
"33","2013-38","-0.021012"
"20","2013-38","-0.007458"
"10","2013-39","-0.006851"
"5","2013-39","-0.010483"
"15","2013-39","-0.010452"
"21","2013-39","-0.009135"
"31","2013-39","-0.009117"
"37","2013-39","-0.010483"
"47","2013-39","-0.010452"
"53","2013-39","-0.009135"
"63","2013-39","-0.009117"
"69","2013-39","-0.010483"
"79","2013-39","-0.010452"
"85","2013-39","-0.009135"
"95","2013-39","-0.009117"
"101","2013-39","-0.010483"
"111","2013-39","-0.010452"
"117","2013-39","-0.009135"
"127","2013-39","-0.009117"
"33","2013-39","-0.014977"
"20","2013-39","0.004985"
"10","2013-40","0.008793"
"5","2013-40","0.006844"
"15","2013-40","0.006860"
"21","2013-40","0.007643"
"31","2013-40","0.007653"
"37","2013-40","0.006844"
"47","2013-40","0.006860"
"53","2013-40","0.007643"
"63","2013-40","0.007653"
"69","2013-40","0.006844"
"79","2013-40","0.006860"
"85","2013-40","0.007643"
"95","2013-40","0.007653"
"101","2013-40","0.006844"
"111","2013-40","0.006860"
"117","2013-40","0.007643"
"127","2013-40","0.007653"
"33","2013-40","0.005898"
"20","2013-40","0.011781"
"10","2013-41","0.032512"
"5","2013-41","0.026011"
"15","2013-41","0.026065"
"21","2013-41","0.025802"
"31","2013-41","0.025856"
"37","2013-41","0.026011"
"47","2013-41","0.026065"
"53","2013-41","0.025802"
"63","2013-41","0.025856"
"69","2013-41","0.026011"
"79","2013-41","0.026065"
"85","2013-41","0.025802"
"95","2013-41","0.025856"
"101","2013-41","0.026011"
"111","2013-41","0.026065"
"117","2013-41","0.025802"
"127","2013-41","0.025856"
"33","2013-41","0.023695"
"20","2013-41","0.030753"
"10","2013-42","-0.005813"
"5","2013-42","-0.014193"
"15","2013-42","-0.014122"
"21","2013-42","-0.014290"
"31","2013-42","-0.014222"
"37","2013-42","-0.014193"
"47","2013-42","-0.014122"
"53","2013-42","-0.014290"
"63","2013-42","-0.014222"
"69","2013-42","-0.014193"
"79","2013-42","-0.014122"
"85","2013-42","-0.014290"
"95","2013-42","-0.014222"
"101","2013-42","-0.014193"
"111","2013-42","-0.014122"
"117","2013-42","-0.014290"
"127","2013-42","-0.014222"
"33","2013-42","-0.015385"
"20","2013-42","-0.011734"
"10","2013-43","-0.020159"
"5","2013-43","-0.028616"
"15","2013-43","-0.028544"
"21","2013-43","-0.029389"
"31","2013-43","-0.029313"
"37","2013-43","-0.028616"
"47","2013-43","-0.028544"
"53","2013-43","-0.029389"
"63","2013-43","-0.029313"
"69","2013-43","-0.028616"
"79","2013-43","-0.028544"
"85","2013-43","-0.029389"
"95","2013-43","-0.029313"
"101","2013-43","-0.028616"
"111","2013-43","-0.028544"
"117","2013-43","-0.029389"
"127","2013-43","-0.029313"
"33","2013-43","-0.026954"
"20","2013-43","-0.035011"
"10","2013-44","-0.006916"
"5","2013-44","0.002472"
"15","2013-44","0.002392"
"21","2013-44","0.000834"
"31","2013-44","0.000771"
"37","2013-44","0.002472"
"47","2013-44","0.002392"
"53","2013-44","0.000834"
"63","2013-44","0.000771"
"69","2013-44","0.002472"
"79","2013-44","0.002392"
"85","2013-44","0.000834"
"95","2013-44","0.000771"
"101","2013-44","0.002472"
"111","2013-44","0.002392"
"117","2013-44","0.000834"
"127","2013-44","0.000771"
"33","2013-44","0.009754"
"20","2013-44","-0.019984"
"10","2013-45","-0.012566"
"5","2013-45","-0.020832"
"15","2013-45","-0.020763"
"21","2013-45","-0.020284"
"31","2013-45","-0.020222"
"37","2013-45","-0.020832"
"47","2013-45","-0.020763"
"53","2013-45","-0.020284"
"63","2013-45","-0.020222"
"69","2013-45","-0.020832"
"79","2013-45","-0.020763"
"85","2013-45","-0.020284"
"95","2013-45","-0.020222"
"101","2013-45","-0.020832"
"111","2013-45","-0.020763"
"117","2013-45","-0.020284"
"127","2013-45","-0.020222"
"33","2013-45","-0.020102"
"20","2013-45","-0.020723"
"10","2013-46","0.008719"
"5","2013-46","0.016682"
"15","2013-46","0.016615"
"21","2013-46","0.018346"
"31","2013-46","0.018268"
"37","2013-46","0.016682"
"47","2013-46","0.016615"
"53","2013-46","0.018346"
"63","2013-46","0.018268"
"69","2013-46","0.016682"
"79","2013-46","0.016615"
"85","2013-46","0.018346"
"95","2013-46","0.018268"
"101","2013-46","0.016682"
"111","2013-46","0.016615"
"117","2013-46","0.018346"
"127","2013-46","0.018268"
"33","2013-46","0.013673"
"20","2013-46","0.029551"
"10","2013-47","0.026177"
"5","2013-47","0.027457"
"15","2013-47","0.027447"
"21","2013-47","0.027201"
"31","2013-47","0.027193"
"37","2013-47","0.027457"
"47","2013-47","0.027447"
"53","2013-47","0.027201"
"63","2013-47","0.027193"
"69","2013-47","0.027457"
"79","2013-47","0.027447"
"85","2013-47","0.027201"
"95","2013-47","0.027193"
"101","2013-47","0.027457"
"111","2013-47","0.027447"
"117","2013-47","0.027201"
"127","2013-47","0.027193"
"33","2013-47","0.028953"
"20","2013-47","0.023099"
"10","2013-48","0.023178"
"5","2013-48","0.014871"
"15","2013-48","0.014940"
"21","2013-48","0.016887"
"31","2013-48","0.016937"
"37","2013-48","0.014871"
"47","2013-48","0.014940"
"53","2013-48","0.016887"
"63","2013-48","0.016937"
"69","2013-48","0.014871"
"79","2013-48","0.014940"
"85","2013-48","0.016887"
"95","2013-48","0.016937"
"101","2013-48","0.014871"
"111","2013-48","0.014940"
"117","2013-48","0.016887"
"127","2013-48","0.016937"
"33","2013-48","0.009953"
